SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
70,AS,Assam,AS_Sonitpur,Sonitpur,23,10,13,0,0,0,0,0,0,NA,NA
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,4,3,1,0,0,0,0,0,0,NA,NA
72,AS,Assam,AS_Tinsukia,Tinsukia,45,45,0,0,0,0,0,0,0,NA,NA
73,AS,Assam,AS_Udalguri,Udalguri,26,26,0,0,0,0,0,0,0,NA,NA
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,13,13,0,0,0,0,0,0,0,NA,NA
75,BR,Bihar,BR_Araria,Araria,62,50,12,0,0,0,0,0,0,NA,NA
76,BR,Bihar,BR_Arwal,Arwal,50,18,32,0,0,0,0,0,0,NA,NA
77,BR,Bihar,BR_Aurangabad,Aurangabad,74,34,40,0,0,0,0,0,0,NA,NA
78,BR,Bihar,BR_Banka,Banka,123,57,66,0,0,0,0,0,0,NA,NA
79,BR,Bihar,BR_Begusarai,Begusarai,251,145,104,2,0,0,0,0,0,NA,NA
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,201,116,84,1,0,0,0,0,0,NA,NA
81,BR,Bihar,BR_Bhojpur,Bhojpur,93,52,39,2,0,0,0,0,0,NA,NA
82,BR,Bihar,BR_Buxar,Buxar,122,27,95,0,0,0,0,0,0,NA,NA
83,BR,Bihar,BR_Darbhanga,Darbhanga,115,72,43,0,0,0,0,0,0,NA,NA
101,BR,Bihar,BR_East Champaran,East Champaran,115,65,49,1,0,0,0,0,0,NA,NA
84,BR,Bihar,BR_Gaya,Gaya,91,70,21,0,0,0,0,0,0,NA,NA
85,BR,Bihar,BR_Gopalganj,Gopalganj,116,42,74,0,0,0,0,0,0,NA,NA
86,BR,Bihar,BR_Jamui,Jamui,43,24,18,1,0,0,0,0,0,NA,NA
87,BR,Bihar,BR_Jehanabad,Jehanabad,166,74,91,1,0,0,0,0,0,NA,NA
88,BR,Bihar,BR_Kaimur,Kaimur,93,54,39,0,0,0,0,0,0,NA,NA
89,BR,Bihar,BR_Katihar,Katihar,156,107,49,0,0,0,0,0,0,NA,NA
90,BR,Bihar,BR_Khagaria,Khagaria,257,164,90,3,0,0,0,0,0,NA,NA
91,BR,Bihar,BR_Kishanganj,Kishanganj,77,62,15,0,0,0,0,0,0,NA,NA
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,62,44,18,0,0,0,0,0,0,NA,NA
93,BR,Bihar,BR_Madhepura,Madhepura,93,56,36,1,0,0,0,0,0,NA,NA
94,BR,Bihar,BR_Madhubani,Madhubani,201,124,77,0,0,0,0,0,0,NA,NA
95,BR,Bihar,BR_Munger,Munger,158,29,128,1,0,0,0,0,0,NA,NA
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,73,42,31,0,0,0,0,0,0,NA,NA
97,BR,Bihar,BR_Nalanda,Nalanda,111,27,83,1,0,0,0,0,0,NA,NA
98,BR,Bihar,BR_Nawada,Nawada,97,53,44,0,0,0,0,0,0,NA,NA
100,BR,Bihar,BR_Patna,Patna,263,91,170,2,0,0,0,0,0,NA,NA
102,BR,Bihar,BR_Purnia,Purnia,105,69,36,0,0,0,0,0,0,NA,NA
103,BR,Bihar,BR_Rohtas,Rohtas,210,85,124,1,0,0,0,0,0,NA,NA
104,BR,Bihar,BR_Saharsa,Saharsa,73,27,46,0,0,0,0,0,0,NA,NA
105,BR,Bihar,BR_Samastipur,Samastipur,92,43,48,1,0,0,0,0,0,NA,NA
106,BR,Bihar,BR_Saran,Saran,88,59,28,1,0,0,0,0,0,NA,NA
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,107,88,19,0,0,0,0,0,0,NA,NA
108,BR,Bihar,BR_Sheohar,Sheohar,14,6,8,0,0,0,0,0,0,NA,NA
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,64,42,20,2,0,0,0,0,0,NA,NA
110,BR,Bihar,BR_Siwan,Siwan,102,48,52,2,0,0,0,0,0,NA,NA
111,BR,Bihar,BR_Supaul,Supaul,83,50,33,0,0,0,0,0,0,NA,NA
112,BR,Bihar,BR_Vaishali,Vaishali,73,43,28,2,0,0,0,0,0,NA,NA
99,BR,Bihar,BR_West Champaran,West Champaran,52,17,35,0,0,0,0,0,0,NA,NA
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,301,82,214,5,0,0,0,0,0,NA,NA
114,CT,Chhattisgarh,CT_Balod,Balod,34,22,12,0,0,0,0,0,0,NA,NA
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,59,52,7,0,0,0,0,0,0,NA,NA
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,17,17,0,0,0,0,0,0,0,NA,NA
117,CT,Chhattisgarh,CT_Bametara,Bametara,20,14,6,0,0,0,0,0,0,NA,NA
118,CT,Chhattisgarh,CT_Bastar,Bastar,3,3,0,0,0,0,0,0,0,NA,NA
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,0,NA,NA
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,66,56,10,0,0,0,0,0,0,NA,NA
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,0,NA,NA
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,6,5,1,0,0,0,0,0,0,NA,NA
123,CT,Chhattisgarh,CT_Durg,Durg,14,4,10,0,0,0,0,0,0,NA,NA
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,7,3,4,0,0,0,0,0,0,NA,NA
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,18,4,14,0,0,0,0,0,0,NA,NA
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,46,46,0,0,0,0,0,0,0,NA,NA
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,23,11,12,0,0,0,0,0,0,NA,NA
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,0,0,0,0,0,0,0,0,0,NA,NA
129,CT,Chhattisgarh,CT_Korba,Korba,54,22,32,0,0,0,0,0,0,NA,NA
130,CT,Chhattisgarh,CT_Koriya,Koriya,38,35,3,0,0,0,0,0,0,NA,NA
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,20,20,0,0,0,0,0,0,0,NA,NA
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,86,62,24,0,0,0,0,0,0,NA,NA
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,0,NA,NA
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,20,14,6,0,0,0,0,0,0,NA,NA
135,CT,Chhattisgarh,CT_Raipur,Raipur,18,9,8,1,0,0,0,0,0,NA,NA
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,37,36,1,0,0,0,0,0,0,NA,NA
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,0,NA,NA
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,8,1,7,0,0,0,0,0,0,NA,NA
139,CT,Chhattisgarh,CT_Surguja,Surguja,9,5,4,0,0,0,0,0,0,NA,NA
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,20,11,9,0,0,0,0,0,0,NA,NA
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,3,3,0,0,0,0,0,0,0,NA,NA
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,0,NA,NA
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,0,NA,NA
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,0,NA,NA
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,0,NA,NA
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,0,NA,NA
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,0,NA,NA
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,0,NA,NA
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,0,NA,NA
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,0,NA,NA
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,0,NA,NA
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,0,NA,NA
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,11,10,1,0,0,0,0,0,0,NA,NA
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,0,0,0,0,0,0,0,0,0,NA,NA
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,0,NA,NA
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,0,NA,NA
156,GA,Goa,GA_South Goa,South Goa,65,64,1,0,0,0,0,0,0,NA,NA
0,GJ,Gujarat,GJ_Other State,Other State,17,17,0,0,0,0,0,0,0,NA,NA
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,13063,3221,8932,910,0,0,0,0,0,NA,NA
158,GJ,Gujarat,GJ_Amreli,Amreli,10,7,2,1,0,0,0,0,0,NA,NA
159,GJ,Gujarat,GJ_Anand,Anand,102,5,87,10,0,0,0,0,0,NA,NA
160,GJ,Gujarat,GJ_Aravalli,Aravalli,113,0,106,7,0,0,0,0,0,NA,NA
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,125,23,97,5,0,0,0,0,0,NA,NA
162,GJ,Gujarat,GJ_Bharuch,Bharuch,47,10,34,3,0,0,0,0,0,NA,NA
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,130,18,103,9,0,0,0,0,0,NA,NA
164,GJ,Gujarat,GJ_Botad,Botad,59,4,54,1,0,0,0,0,0,NA,NA
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,33,10,23,0,0,0,0,0,0,NA,NA
167,GJ,Gujarat,GJ_Dahod,Dahod,41,9,32,0,0,0,0,0,0,NA,NA
187,GJ,Gujarat,GJ_Dang,Dang,2,0,2,0,0,0,0,0,0,NA,NA
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,13,2,11,0,0,0,0,0,0,NA,NA
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,339,154,171,14,0,0,0,0,0,NA,NA
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,45,3,42,0,0,0,0,0,0,NA,NA
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,54,9,42,3,0,0,0,0,0,NA,NA
171,GJ,Gujarat,GJ_Junagadh,Junagadh,31,4,26,1,0,0,0,0,0,NA,NA
173,GJ,Gujarat,GJ_Kheda,Kheda,87,25,58,4,0,0,0,0,0,NA,NA
172,GJ,Gujarat,GJ_Kutch,Kutch,71,13,55,3,0,0,0,0,0,NA,NA
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,116,73,41,2,0,0,0,0,0,NA,NA
174,GJ,Gujarat,GJ_Mehsana,Mehsana,129,47,76,6,0,0,0,0,0,NA,NA
176,GJ,Gujarat,GJ_Morbi,Morbi,4,1,3,0,0,0,0,0,0,NA,NA
177,GJ,Gujarat,GJ_Narmada,Narmada,19,4,15,0,0,0,0,0,0,NA,NA
178,GJ,Gujarat,GJ_Navsari,Navsari,28,14,13,1,0,0,0,0,0,NA,NA
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,94,12,72,10,0,0,0,0,0,NA,NA
180,GJ,Gujarat,GJ_Patan,Patan,86,16,64,6,0,0,0,0,0,NA,NA
181,GJ,Gujarat,GJ_Porbandar,Porbandar,12,4,6,2,0,0,0,0,0,NA,NA
182,GJ,Gujarat,GJ_Rajkot,Rajkot,117,42,72,3,0,0,0,0,0,NA,NA
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,107,29,75,3,0,0,0,0,0,NA,NA
184,GJ,Gujarat,GJ_Surat,Surat,1794,529,1191,74,0,0,0,0,0,NA,NA
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,42,22,19,1,0,0,0,0,0,NA,NA
186,GJ,Gujarat,GJ_Tapi,Tapi,6,1,5,0,0,0,0,0,0,NA,NA
188,GJ,Gujarat,GJ_Vadodara,Vadodara,1140,430,668,42,0,0,0,0,0,NA,NA
189,GJ,Gujarat,GJ_Valsad,Valsad,41,25,15,1,0,0,0,0,0,NA,NA
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,19,11,8,0,0,0,0,0,0,NA,NA
213,HP,Himachal Pradesh,HP_Chamba,Chamba,25,12,13,0,0,0,0,0,0,NA,NA
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,114,74,39,1,0,0,0,0,0,NA,NA
215,HP,Himachal Pradesh,HP_Kangra,Kangra,94,54,39,1,0,0,0,0,0,NA,NA
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,2,2,0,0,0,0,0,0,0,NA,NA
217,HP,Himachal Pradesh,HP_Kullu,Kullu,2,1,1,0,0,0,0,0,0,NA,NA
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,0,NA,NA
219,HP,Himachal Pradesh,HP_Mandi,Mandi,17,7,8,2,0,0,0,0,0,NA,NA
220,HP,Himachal Pradesh,HP_Shimla,Shimla,10,8,1,1,0,0,0,0,0,NA,NA
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,4,1,3,0,0,0,0,0,0,NA,NA
222,HP,Himachal Pradesh,HP_Solan,Solan,32,18,10,1,3,0,0,0,0,NA,NA
223,HP,Himachal Pradesh,HP_Una,Una,40,16,24,0,0,0,0,0,0,NA,NA
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,21,19,2,0,0,0,0,0,0,NA,NA
190,HR,Haryana,HR_Ambala,Ambala,69,27,40,2,0,0,0,0,0,NA,NA
191,HR,Haryana,HR_Bhiwani,Bhiwani,45,39,6,0,0,0,0,0,0,NA,NA
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,13,12,1,0,0,0,0,0,0,NA,NA
193,HR,Haryana,HR_Faridabad,Faridabad,487,309,168,10,0,0,0,0,0,NA,NA
194,HR,Haryana,HR_Fatehabad,Fatehabad,25,18,7,0,0,0,0,0,0,NA,NA
195,HR,Haryana,HR_Gurugram,Gurugram,1195,903,288,4,0,0,0,0,0,NA,NA
196,HR,Haryana,HR_Hisar,Hisar,61,56,5,0,0,0,0,0,0,NA,NA
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,0,NA,NA
197,HR,Haryana,HR_Jhajjar,Jhajjar,103,11,92,0,0,0,0,0,0,NA,NA
198,HR,Haryana,HR_Jind,Jind,32,7,24,1,0,0,0,0,0,NA,NA
199,HR,Haryana,HR_Kaithal,Kaithal,30,24,6,0,0,0,0,0,0,NA,NA
200,HR,Haryana,HR_Karnal,Karnal,66,45,20,1,0,0,0,0,0,NA,NA
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,37,19,18,0,0,0,0,0,0,NA,NA
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,70,49,21,0,0,0,0,0,0,NA,NA
203,HR,Haryana,HR_Nuh,Nuh,78,12,66,0,0,0,0,0,0,NA,NA
204,HR,Haryana,HR_Palwal,Palwal,79,35,44,0,0,0,0,0,0,NA,NA
205,HR,Haryana,HR_Panchkula,Panchkula,27,1,26,0,0,0,0,0,0,NA,NA
206,HR,Haryana,HR_Panipat,Panipat,65,16,46,3,0,0,0,0,0,NA,NA
207,HR,Haryana,HR_Rewari,Rewari,23,19,4,0,0,0,0,0,0,NA,NA
208,HR,Haryana,HR_Rohtak,Rohtak,97,85,11,1,0,0,0,0,0,NA,NA
209,HR,Haryana,HR_Sirsa,Sirsa,47,34,13,0,0,0,0,0,0,NA,NA
210,HR,Haryana,HR_Sonipat,Sonipat,261,102,158,1,0,0,0,0,0,NA,NA
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,9,0,9,0,0,0,0,0,0,NA,NA
246,JH,Jharkhand,JH_Bokaro,Bokaro,24,8,15,1,0,0,0,0,0,NA,NA
247,JH,Jharkhand,JH_Chatra,Chatra,1,0,1,0,0,0,0,0,0,NA,NA
248,JH,Jharkhand,JH_Deoghar,Deoghar,5,0,5,0,0,0,0,0,0,NA,NA
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,70,60,10,0,0,0,0,0,0,NA,NA
250,JH,Jharkhand,JH_Dumka,Dumka,4,2,2,0,0,0,0,0,0,NA,NA
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,123,122,1,0,0,0,0,0,0,NA,NA
251,JH,Jharkhand,JH_Garhwa,Garhwa,62,14,48,0,0,0,0,0,0,NA,NA
252,JH,Jharkhand,JH_Giridih,Giridih,21,9,11,1,0,0,0,0,0,NA,NA
253,JH,Jharkhand,JH_Godda,Godda,1,0,1,0,0,0,0,0,0,NA,NA
254,JH,Jharkhand,JH_Gumla,Gumla,23,23,0,0,0,0,0,0,0,NA,NA
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,83,48,35,0,0,0,0,0,0,NA,NA
256,JH,Jharkhand,JH_Jamtara,Jamtara,2,0,2,0,0,0,0,0,0,NA,NA
257,JH,Jharkhand,JH_Khunti,Khunti,5,5,0,0,0,0,0,0,0,NA,NA
258,JH,Jharkhand,JH_Koderma,Koderma,46,20,25,1,0,0,0,0,0,NA,NA
259,JH,Jharkhand,JH_Latehar,Latehar,13,6,7,0,0,0,0,0,0,NA,NA
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,6,4,2,0,0,0,0,0,0,NA,NA
261,JH,Jharkhand,JH_Pakur,Pakur,5,5,0,0,0,0,0,0,0,NA,NA
262,JH,Jharkhand,JH_Palamu,Palamu,25,9,16,0,0,0,0,0,0,NA,NA
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,49,49,0,0,0,0,0,0,0,NA,NA
266,JH,Jharkhand,JH_Ranchi,Ranchi,139,24,113,2,0,0,0,0,0,NA,NA
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,3,3,0,0,0,0,0,0,0,NA,NA
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,14,14,0,0,0,0,0,0,0,NA,NA
269,JH,Jharkhand,JH_Simdega,Simdega,24,22,2,0,0,0,0,0,0,NA,NA
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,16,15,1,0,0,0,0,0,0,NA,NA
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,350,193,152,5,0,0,0,0,0,NA,NA
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,161,24,136,1,0,0,0,0,0,NA,NA
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,272,161,104,7,0,0,0,0,0,NA,NA
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,124,55,67,2,0,0,0,0,0,NA,NA
228,JK,Jammu and Kashmir,JK_Doda,Doda,27,25,1,1,0,0,0,0,0,NA,NA
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,37,11,26,0,0,0,0,0,0,NA,NA
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,167,124,41,2,0,0,0,0,0,NA,NA
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,80,53,27,0,0,0,0,0,0,NA,NA
